pandal_id,pandal_name,region,source_year,latitude,longitude,nearest_metro,nearest_metro_distance_km,nearest_railway_station,popularity_score,expected_crowd_level,famous,family_friendly,best_time_to_visit,theme,description,image_url,metro_assignment_note
208,Haridevpur Paschimpara Sarbojanin,Haridevpur,2025,,,Mahanayak Uttam Kumar,,,,,,,,,,,web-verified station address; locality-based assignment
209,Haridevpur New Sporting Club,Haridevpur,2025,,,Mahanayak Uttam Kumar,,,,,,,,,,,web-verified station address; locality-based assignment
210,Dum Dum Park Tarun Sangha,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
211,Dum Dum Park Bharat Chakra,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
212,Dum Dum Park Yubak Brinda,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
213,Dum Dum Park Sarbojanin Durga Puja Samity,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
214,Dakshindari Youth,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
215,Dum Dum Tarun Dal,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
216,Dum Dum Tarun Sangha,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
217,Dum Dum Motijheel College Para Durga Puja,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
218,Dum Dum Park Bharat Mata Puja,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
219,Nagerbazar Sarbojanin Durga Puja,Dum Dum / South Dumdum,2025,,,Dum Dum,,,,,,,,,,,web-verified station address; locality-based assignment
220,New Town Sarbojanin Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
221,"New Town Durga Puja Committee, BG Block",New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
222,AA 1D Sarbojanin Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
223,BD Block Durga Puja,New Town,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
224,CD Block Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
225,DB Block Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
226,BA Block Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
227,CG Block Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
228,B Block Durga Puja,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
229,New Town Action Area 1 Puja Committee,New Town,2025,,,Karunamoyee,,,,,,,,,,,web-verified station address; locality-based assignment
230,AK Block Salt Lake Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
231,BD Block Sarbojanin Durgotsab,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
232,BJ Block Saradotsav,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
233,FD Block Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
234,HB Block Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
235,EC Block Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
236,EE Block Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
237,Salt Lake Labony Estate Durga Puja,Salt Lake,2025,,,City Centre,,,,,,,,,,,web-verified station address; locality-based assignment
238,Behala Nutan Dal Durga Puja,Behala,2025,,,Behala Bazar,,,,,,,,,,,web-verified station address; locality-based assignment
239,Behala Friends Durga Puja,Behala,2025,,,Behala Bazar,,,,,,,,,,,web-verified station address; locality-based assignment
240,Behala Club Durga Puja,Behala,2025,,,Behala Bazar,,,,,,,,,,,web-verified station address; locality-based assignment
241,Behala Young Men's Association Durga Puja,Behala,2025,,,Behala Bazar,,,,,,,,,,,web-verified station address; locality-based assignment
242,Barisha Club Durga Puja,Behala,2025,,,Behala Chowrasta,,,,,,,,,,,web-verified station address; locality-based assignment
243,Barisha Janakalyan Sangha Durga Puja,Behala,2025,,,Behala Chowrasta,,,,,,,,,,,web-verified station address; locality-based assignment
244,Mudiali Club Durga Puja,South Kolkata,2025,,,Rabindra Sarobar,,,,,,,,,,,web-verified station address; locality-based assignment
245,Hazra Park Sarbojanin Durga Puja,South Kolkata,2025,,,Kalighat,,,,,,,,,,,web-verified station address; locality-based assignment
246,Bosepukur Sitala Mandir Durga Puja,South Kolkata,2025,,,Kalighat,,,,,,,,,,,web-verified station address; locality-based assignment
247,Rajdanga Naba Udayan Sangha Durga Puja,South Kolkata,2025,,,Kalighat,,,,,,,,,,,web-verified station address; locality-based assignment
248,Shibmandir Durga Puja,South Kolkata,2025,,,Rabindra Sarobar,,,,,,,,,,,web-verified station address; locality-based assignment
