pandal_id,pandal_name,region,latitude,longitude,geocode_query,geocoded_display_name,geocode_source,geocode_status,coordinate_status,location_status
87,Dhakuria Pragati Sangha Durga Puja,South Kolkata,22.506012,88.368023,"Dhakuria Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Dhakuria Pragati Sangha Durga Puja, Dhakuria Pragati Sangha, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
88,Dhakuria Sarbojanin Durgotsab,South Kolkata,22.505334,88.368412,"Dhakuria Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","Dhakuria Sarbojanin Durgotsab, Dhakuria Durgotsab, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
89,Ekdalia Evergreen Club Durga Puja,South Kolkata,22.518612,88.366934,"Ekdalia Evergreen Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","Ekdalia Evergreen Club Durga Puja, Ekdalia Evergreen, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
90,Falguni Sangha Durga Puja,South Kolkata,22.516012,88.357023,"Falguni Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Falguni Sangha Durga Puja, Falguni Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
91,Garfa Sarbojanin Durgotsav,South Kolkata,22.501012,88.375023,"Garfa Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","Garfa Sarbojanin Durgotsav, Garfa, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,success,valid,verified
92,Golpark Sarbojanin Durgotsab Committee,South Kolkata,22.514012,88.363023,"Golpark Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","Golpark Sarbojanin Durgotsab Committee, Golpark Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
93,Gopal Nagar Kalyan Sangha Durga Puja,South Kolkata,22.523012,88.334023,"Gopal Nagar Kalyan Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Gopal Nagar Kalyan Sangha Durga Puja, Gopal Nagar Kalyan Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
94,Harish Park Sarbojanin Durgotsab Samity,South Kolkata,22.531012,88.349023,"Harish Park Sarbojanin Durgotsab Samity, South Kolkata, Kolkata, West Bengal, India","Harish Park Sarbojanin Durgotsab Samity, Harish Park Durgotsab Samity, South Kolkata, Kolkata, West Bengal, 700025, India",OpenStreetMap Nominatim,success,valid,verified
95,Hindustan Pally Durga Puja Committee,South Kolkata,22.517012,88.361023,"Hindustan Pally Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","Hindustan Pally Durga Puja Committee, Hindustan Pally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
96,Jubamaitry Kalighat Durga Puja,South Kolkata,22.521212,88.345234,"Jubamaitry Kalighat Durga Puja, South Kolkata, Kolkata, West Bengal, India","Jubamaitry Kalighat Durga Puja, Jubamaitry Kalighat, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
97,Kalighat Nepal Bhattacharjee Street Club,South Kolkata,22.520534,88.347212,"Kalighat Nepal Bhattacharjee Street Club, South Kolkata, Kolkata, West Bengal, India","Kalighat Nepal Bhattacharjee Street Club, Kalighat Nepal Bhattacharjee Street, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
98,Kasba R.K. Chatterjee Road Adhibasi Brinda Durga Puja,South Kolkata,22.513012,88.384023,"Kasba R.K. Chatterjee Road Adhibasi Brinda Durga Puja, South Kolkata, Kolkata, West Bengal, India","Kasba R.K. Chatterjee Road Adhibasi Brinda Durga Puja, Kasba R.K. Chatterjee Road Adhibasi Brinda, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
99,Kasba Renaissance Club,South Kolkata,22.512334,88.384412,"Kasba Renaissance Club, South Kolkata, Kolkata, West Bengal, India","Kasba Renaissance Club, Kasba Renaissance, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
100,Kasba Shakti Sangha Pallybasi Durgotsav Samity,South Kolkata,22.511645,88.383734,"Kasba Shakti Sangha Pallybasi Durgotsav Samity, South Kolkata, Kolkata, West Bengal, India","Kasba Shakti Sangha Pallybasi Durgotsav Samity, Kasba Shakti Sangha Pallybasi Samity, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
101,Ketopole Sammilani Durga Puja,South Kolkata,22.508012,88.338023,"Ketopole Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India","Ketopole Sammilani Durga Puja, Ketopole Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
102,Keyatala Pally Samity Durga Puja,South Kolkata,22.513012,88.360023,"Keyatala Pally Samity Durga Puja, South Kolkata, Kolkata, West Bengal, India","Keyatala Pally Samity Durga Puja, Keyatala Pally Samity, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
103,Kheyali Sangha Durga Puja,South Kolkata,22.512334,88.360412,"Kheyali Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Kheyali Sangha Durga Puja, Kheyali Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
104,Khidderpore Sarbojanin Durgotsab,South Kolkata,22.538012,88.324023,"Khidderpore Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","Khidderpore Sarbojanin Durgotsab, Khidderpore Durgotsab, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,success,valid,verified
105,Khidderpur 75 Pally Sarbojanin Durgotsab Committee,South Kolkata,22.537334,88.324412,"Khidderpur 75 Pally Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","Khidderpur 75 Pally Sarbojanin Durgotsab Committee, Khidderpur 75 Pally Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
106,Kidderpore Jubaghosthi Durga Puja,South Kolkata,22.536645,88.323734,"Kidderpore Jubaghosthi Durga Puja, South Kolkata, Kolkata, West Bengal, India","Kidderpore Jubaghosthi Durga Puja, Kidderpore Jubaghosthi, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,success,valid,verified
107,Kidderpore Pally Saradiya Durga Puja,South Kolkata,22.535012,88.323023,"Kidderpore Pally Saradiya Durga Puja, South Kolkata, Kolkata, West Bengal, India","Kidderpore Pally Saradiya Durga Puja, Kidderpore Pally Saradiya, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,success,valid,verified
108,Lake Gardens Peoples Association Durga Puja,South Kolkata,22.507012,88.358023,"Lake Gardens Peoples Association Durga Puja, South Kolkata, Kolkata, West Bengal, India","Lake Gardens Peoples Association Durga Puja, Lake Gardens Peoples Association, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
109,Lake Youth Corner Durga Puja,South Kolkata,22.506334,88.358412,"Lake Youth Corner Durga Puja, South Kolkata, Kolkata, West Bengal, India","Lake Youth Corner Durga Puja, Lake Youth Corner, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
110,Mahamayatala Sarbojanin Durgotsab,South Kolkata,22.454012,88.381023,"Mahamayatala Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","Mahamayatala Sarbojanin Durgotsab, Mahamayatala Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
111,Megacity Residents Puja Committee,South Kolkata,22.451012,88.385023,"Megacity Residents Puja Committee, South Kolkata, Kolkata, West Bengal, India","Megacity Residents Puja Committee, Megacity Residents Puja, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
112,Mohila Mahal Club Durga Puja,South Kolkata,22.511012,88.355023,"Mohila Mahal Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","Mohila Mahal Club Durga Puja, Mohila Mahal, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
113,Monohar Pukur Baisakhi Sangha,South Kolkata,22.518012,88.357023,"Monohar Pukur Baisakhi Sangha, South Kolkata, Kolkata, West Bengal, India","Monohar Pukur Baisakhi Sangha, Monohar Pukur Baisakhi Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
114,Mudiali Club Sarbojanin Durga Puja,South Kolkata,22.513512,88.349634,"Mudiali Club Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Mudiali Club Sarbojanin Durga Puja, Mudiali, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
115,N.S.C. Sports Club Durga Puja,South Kolkata,22.510012,88.350023,"N.S.C. Sports Club Durga Puja, South Kolkata, Kolkata, West Bengal, India","N.S.C. Sports Club Durga Puja, N.S.C. Sports, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
116,Naktala Udayan Sangha Durga Puja,South Kolkata,22.472712,88.364423,"Naktala Udayan Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Naktala Udayan Sangha Durga Puja, Naktala Udayan Sangha, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,success,valid,verified
117,Naskarpara Sarbojanin Durgotsav,South Kolkata,22.469012,88.366023,"Naskarpara Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","Naskarpara Sarbojanin Durgotsav, Naskarpara, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
118,New Alipore Suruchi Sangha Durga Puja,South Kolkata,22.517345,88.330823,"New Alipore Suruchi Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","New Alipore Suruchi Sangha Durga Puja, New Alipore Suruchi Sangha, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,success,valid,verified
119,New Santoshpur Adi Durgotsab,South Kolkata,22.492012,88.378023,"New Santoshpur Adi Durgotsab, South Kolkata, Kolkata, West Bengal, India","New Santoshpur Adi Durgotsab, New Santoshpur Adi Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
120,Paddapukur Barwari Samity,South Kolkata,22.533012,88.351023,"Paddapukur Barwari Samity, South Kolkata, Kolkata, West Bengal, India","Paddapukur Barwari Samity, Paddapukur Barwari Samity, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
121,Paddapukur Youth Association Durga Puja,South Kolkata,22.532334,88.351412,"Paddapukur Youth Association Durga Puja, South Kolkata, Kolkata, West Bengal, India","Paddapukur Youth Association Durga Puja, Paddapukur Youth Association, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
122,Pally Mangal Samity,South Kolkata,22.531645,88.350734,"Pally Mangal Samity, South Kolkata, Kolkata, West Bengal, India","Pally Mangal Samity, Pally Mangal Samity, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
123,Panchanna Gram Adhibasibrinda,South Kolkata,22.508012,88.391023,"Panchanna Gram Adhibasibrinda, South Kolkata, Kolkata, West Bengal, India","Panchanna Gram Adhibasibrinda, Panchanna Gram Adhibasibrinda, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
124,Paschim Putiary Sarbojanin Nabo Durgotsav,South Kolkata,22.473012,88.348023,"Paschim Putiary Sarbojanin Nabo Durgotsav, South Kolkata, Kolkata, West Bengal, India","Paschim Putiary Sarbojanin Nabo Durgotsav, Paschim Putiary Nabo, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
125,Patuli Sarbojanin Durgotsab,South Kolkata,22.468012,88.382023,"Patuli Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","Patuli Sarbojanin Durgotsab, Patuli Durgotsab, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,success,valid,verified
126,Peyarabagan Sarbojanin Durgotsab,South Kolkata,22.515012,88.363023,"Peyarabagan Sarbojanin Durgotsab, South Kolkata, Kolkata, West Bengal, India","Peyarabagan Sarbojanin Durgotsab, Peyarabagan Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
127,Picnic Sunrise Club,South Kolkata,22.514012,88.388023,"Picnic Sunrise Club, South Kolkata, Kolkata, West Bengal, India","Picnic Sunrise Club, Picnic Sunrise, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
128,Pragati Sangha Durga Puja,South Kolkata,22.513334,88.388412,"Pragati Sangha Durga Puja, South Kolkata, Kolkata, West Bengal, India","Pragati Sangha Durga Puja, Pragati Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
129,Pragati Sangha Durgotsab Committee,South Kolkata,22.512645,88.387734,"Pragati Sangha Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","Pragati Sangha Durgotsab Committee, Pragati Sangha Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
130,Purbachal Residents Sarbojanin Durgotsav,South Kolkata,22.478012,88.378023,"Purbachal Residents Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","Purbachal Residents Sarbojanin Durgotsav, Purbachal Residents, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
131,Putiary Sarbojanin Durgotsab Committee,South Kolkata,22.472012,88.347023,"Putiary Sarbojanin Durgotsab Committee, South Kolkata, Kolkata, West Bengal, India","Putiary Sarbojanin Durgotsab Committee, Putiary Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
132,Ramgarh Satapally Sarbojanin Durgotsav Committee,South Kolkata,22.481012,88.372023,"Ramgarh Satapally Sarbojanin Durgotsav Committee, South Kolkata, Kolkata, West Bengal, India","Ramgarh Satapally Sarbojanin Durgotsav Committee, Ramgarh Satapally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
133,Rashbehari Suhrid Sangha,South Kolkata,22.518012,88.351023,"Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, India","Rashbehari Suhrid Sangha, Rashbehari Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
134,Russa Madhyapally Sarbojanin Durgotsav,South Kolkata,22.493012,88.353023,"Russa Madhyapally Sarbojanin Durgotsav, South Kolkata, Kolkata, West Bengal, India","Russa Madhyapally Sarbojanin Durgotsav, Russa Madhyapally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
135,Sahapur Suhrid Sangha Durga Puja Committee,South Kolkata,22.503012,88.328023,"Sahapur Suhrid Sangha Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","Sahapur Suhrid Sangha Durga Puja Committee, Sahapur Suhrid Sangha, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
136,Sammilani Durga Puja,South Kolkata,22.502334,88.328412,"Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India","Sammilani Durga Puja, Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
137,Sanghasree Kalighat Durga Puja,South Kolkata,22.522012,88.347023,"Sanghasree Kalighat Durga Puja, South Kolkata, Kolkata, West Bengal, India","Sanghasree Kalighat Durga Puja, Sanghasree Kalighat, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
138,Santoshpur Avenue South,South Kolkata,22.495012,88.376023,"Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, India","Santoshpur Avenue South, Santoshpur Avenue South, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
139,Santoshpur Lake Pally Durga Puja,South Kolkata,22.494334,88.376412,"Santoshpur Lake Pally Durga Puja, South Kolkata, Kolkata, West Bengal, India","Santoshpur Lake Pally Durga Puja, Santoshpur Lake Pally, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
140,Santoshpur Trikon Park Durgotsab,South Kolkata,22.493645,88.375734,"Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, India","Santoshpur Trikon Park Durgotsab, Santoshpur Trikon Park Durgotsab, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
141,Shibmandir Sarbojanin Durgotsab Samiti,South Kolkata,22.515234,88.350845,"Shibmandir Sarbojanin Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, India","Shibmandir Sarbojanin Durgotsab Samiti, Shibmandir Durgotsab Samiti, South Kolkata, Kolkata, West Bengal, 700029, India",OpenStreetMap Nominatim,success,valid,verified
142,Singhi Park Sarbojanin Durga Puja,South Kolkata,22.519323,88.365412,"Singhi Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Singhi Park Sarbojanin Durga Puja, Singhi Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
143,Sonarpur Sarbojanin Durgotsav Puja Committee,South Kolkata,22.443012,88.428023,"Sonarpur Sarbojanin Durgotsav Puja Committee, South Kolkata, Kolkata, West Bengal, India","Sonarpur Sarbojanin Durgotsav Puja Committee, Sonarpur Puja, South Kolkata, Kolkata, West Bengal, 700084, India",OpenStreetMap Nominatim,success,valid,verified
144,Sri Sri Sarbojanin Durga Puja,South Kolkata,22.520012,88.346023,"Sri Sri Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Sri Sri Sarbojanin Durga Puja, Sri Sri, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
145,Surya Nagar Sarbojanin Durga Puja,South Kolkata,22.464012,88.372023,"Surya Nagar Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Surya Nagar Sarbojanin Durga Puja, Surya Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
146,Tridhara Sammilani Durga Puja,South Kolkata,22.519745,88.355123,"Tridhara Sammilani Durga Puja, South Kolkata, Kolkata, West Bengal, India","Tridhara Sammilani Durga Puja, Tridhara Sammilani, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
147,Tulipians Durgotsav,South Kolkata,22.519012,88.348023,"Tulipians Durgotsav, South Kolkata, Kolkata, West Bengal, India","Tulipians Durgotsav, Tulipians, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
148,Udayan Kidderpore Durga Puja,South Kolkata,22.534012,88.322023,"Udayan Kidderpore Durga Puja, South Kolkata, Kolkata, West Bengal, India","Udayan Kidderpore Durga Puja, Udayan Kidderpore, South Kolkata, Kolkata, West Bengal, 700027, India",OpenStreetMap Nominatim,success,valid,verified
149,Upohar Utsav Committee,South Kolkata,22.466012,88.384023,"Upohar Utsav Committee, South Kolkata, Kolkata, West Bengal, India","Upohar Utsav Committee, Upohar Utsav, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
150,VIP Nagar Sarbojanin Durga Puja Committee,South Kolkata,22.516012,88.395023,"VIP Nagar Sarbojanin Durga Puja Committee, South Kolkata, Kolkata, West Bengal, India","VIP Nagar Sarbojanin Durga Puja Committee, VIP Nagar, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
151,Westend Park Sarbojanin Durga Puja,South Kolkata,22.521012,88.343023,"Westend Park Sarbojanin Durga Puja, South Kolkata, Kolkata, West Bengal, India","Westend Park Sarbojanin Durga Puja, Westend Park, South Kolkata, Kolkata, West Bengal, 700026, India",OpenStreetMap Nominatim,success,valid,verified
152,14 Pally Udayan Sangha,Central Kolkata,22.579012,88.358023,"14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, India","14 Pally Udayan Sangha, 14 Pally Udayan Sangha, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
153,37 Pally Sarbojanin Durgotsab,Central Kolkata,22.578334,88.358412,"37 Pally Sarbojanin Durgotsab, Central Kolkata, Kolkata, West Bengal, India","37 Pally Sarbojanin Durgotsab, 37 Pally Durgotsab, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
154,47 Pally Jubak Brinda Durga Puja,Central Kolkata,22.577645,88.357734,"47 Pally Jubak Brinda Durga Puja, Central Kolkata, Kolkata, West Bengal, India","47 Pally Jubak Brinda Durga Puja, 47 Pally Jubak Brinda, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
155,Central Calcutta Youth Association,Central Kolkata,22.569012,88.358023,"Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, India","Central Calcutta Youth Association, Central Calcutta Youth Association, Central Kolkata, Kolkata, West Bengal, 700012, India",OpenStreetMap Nominatim,success,valid,verified
156,College Square Sarbojanin Durgotsav,Central Kolkata,22.573912,88.363845,"College Square Sarbojanin Durgotsav, Central Kolkata, Kolkata, West Bengal, India","College Square Sarbojanin Durgotsav, College Square, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
157,Entally Matribhumi Durga Puja,Central Kolkata,22.564012,88.372023,"Entally Matribhumi Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Entally Matribhumi Durga Puja, Entally Matribhumi, Central Kolkata, Kolkata, West Bengal, 700014, India",OpenStreetMap Nominatim,success,valid,verified
158,Entally Sarbojanin Sri Sri Durga Puja,Central Kolkata,22.563334,88.372412,"Entally Sarbojanin Sri Sri Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Entally Sarbojanin Sri Sri Durga Puja, Entally Sri Sri, Central Kolkata, Kolkata, West Bengal, 700014, India",OpenStreetMap Nominatim,success,valid,verified
159,Interact Club of Chowringhee High School Sarbojanin Durga Puja,Central Kolkata,22.556012,88.353023,"Interact Club of Chowringhee High School Sarbojanin Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Interact Club of Chowringhee High School Sarbojanin Durga Puja, Interact of Chowringhee High School, Central Kolkata, Kolkata, West Bengal, 700069, India",OpenStreetMap Nominatim,success,valid,verified
160,Kanai Dhar Lane Adhibasi Brinda,Central Kolkata,22.568012,88.361023,"Kanai Dhar Lane Adhibasi Brinda, Central Kolkata, Kolkata, West Bengal, India","Kanai Dhar Lane Adhibasi Brinda, Kanai Dhar Lane Adhibasi Brinda, Central Kolkata, Kolkata, West Bengal, 700012, India",OpenStreetMap Nominatim,success,valid,verified
161,Machua Bazar Sarbajanik Durga Puja Samity,Central Kolkata,22.581012,88.360023,"Machua Bazar Sarbajanik Durga Puja Samity, Central Kolkata, Kolkata, West Bengal, India","Machua Bazar Sarbajanik Durga Puja Samity, Machua Bazar Sarbajanik Samity, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
162,Md. Ali Park Durga Puja,Central Kolkata,22.578623,88.360124,"Md. Ali Park Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Md. Ali Park Durga Puja, Md. Ali Park, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
163,New Market Sarbojanin Sri Sri Durga Puja,Central Kolkata,22.560012,88.353023,"New Market Sarbojanin Sri Sri Durga Puja, Central Kolkata, Kolkata, West Bengal, India","New Market Sarbojanin Sri Sri Durga Puja, New Market Sri Sri, Central Kolkata, Kolkata, West Bengal, 700069, India",OpenStreetMap Nominatim,success,valid,verified
164,Pallir Yubak Brinda Durga Puja,Central Kolkata,22.559334,88.353412,"Pallir Yubak Brinda Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Pallir Yubak Brinda Durga Puja, Pallir Yubak Brinda, Central Kolkata, Kolkata, West Bengal, 700069, India",OpenStreetMap Nominatim,success,valid,verified
165,Santosh Mitra Square Durga Puja,Central Kolkata,22.567834,88.365912,"Santosh Mitra Square Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Santosh Mitra Square Durga Puja, Santosh Mitra Square, Central Kolkata, Kolkata, West Bengal, 700014, India",OpenStreetMap Nominatim,success,valid,verified
166,Shishu Palan Foundation,Central Kolkata,22.577012,88.359023,"Shishu Palan Foundation, Central Kolkata, Kolkata, West Bengal, India","Shishu Palan Foundation, Shishu Palan Foundation, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
167,Wellington Nagarik Kalyan Samity Durga Puja,Central Kolkata,22.563012,88.358023,"Wellington Nagarik Kalyan Samity Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Wellington Nagarik Kalyan Samity Durga Puja, Wellington Nagarik Kalyan Samity, Central Kolkata, Kolkata, West Bengal, 700069, India",OpenStreetMap Nominatim,success,valid,verified
168,Shimla Byam Samity,Central Kolkata,22.585012,88.364023,"Shimla Byam Samity, Central Kolkata, Kolkata, West Bengal, India","Shimla Byam Samity, Shimla Byam Samity, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
169,Singhi Bagan Durga Puja,Central Kolkata,22.584334,88.364412,"Singhi Bagan Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Singhi Bagan Durga Puja, Singhi Bagan, Central Kolkata, Kolkata, West Bengal, 700007, India",OpenStreetMap Nominatim,success,valid,verified
170,Beliaghata 33 Palli Durga Puja,Central Kolkata,22.568012,88.384023,"Beliaghata 33 Palli Durga Puja, Central Kolkata, Kolkata, West Bengal, India","Beliaghata 33 Palli Durga Puja, Beliaghata 33 Palli, Central Kolkata, Kolkata, West Bengal, 700014, India",OpenStreetMap Nominatim,success,valid,verified
171,Entally Sarbojanin,Central Kolkata,22.562012,88.373023,"Entally Sarbojanin, Central Kolkata, Kolkata, West Bengal, India","Entally Sarbojanin, Entally, Central Kolkata, Kolkata, West Bengal, 700014, India",OpenStreetMap Nominatim,success,valid,verified
172,AJ Block Durga Puja,East Kolkata & Salt Lake,22.588012,88.411023,"AJ Block Durga Puja, East Kolkata & Salt Lake, Kolkata, West Bengal, India","AJ Block Durga Puja, AJ Block, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
173,BD Block Sarbojanin Durgotsab Committee,East Kolkata & Salt Lake,22.587334,88.411412,"BD Block Sarbojanin Durgotsab Committee, East Kolkata & Salt Lake, Kolkata, West Bengal, India","BD Block Sarbojanin Durgotsab Committee, BD Block Durgotsab, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
174,BJ Block Saradotsav Committee,East Kolkata & Salt Lake,22.584312,88.417823,"BJ Block Saradotsav Committee, East Kolkata & Salt Lake, Kolkata, West Bengal, India","BJ Block Saradotsav Committee, BJ Block Saradotsav, East Kolkata & Salt Lake, Kolkata, West Bengal, 700064, India",OpenStreetMap Nominatim,success,valid,verified
